grasspea,faba,medicago,pea
LATSA3860_EIv1.0_0517150,Vfaba.Hedin2.R1.2g091960,MtrunA17_Chr3g0117601,Psat5g114920
LATSA3860_EIv1.0_0521120,Vfaba.Hedin2.R1.4g139640,MtrunA17_Chr4g0055971,Psat4g072920
LATSA3860_EIv1.0_0521150,Vfaba.Hedin2.R1.4g139440,MtrunA17_Chr4g0055931,Psat4g073080
LATSA3860_EIv1.0_0526210,Vfaba.Hedin2.R1.4g199080,MtrunA17_Chr4g0068761,Psat0s2818g0080
LATSA3860_EIv1.0_0530920,Vfaba.Hedin2.R1.4g099960,MtrunA17_Chr4g0021351,Psat0s2606g0080
LATSA3860_EIv1.0_0530940,Vfaba.Hedin2.R1.4g099920,MtrunA17_Chr8g0368421,Psat4g113000
LATSA3860_EIv1.0_0535110,Vfaba.Hedin2.R1.1g063320,MtrunA17_Chr2g0321291,Psat5g256840
LATSA3860_EIv1.0_0539070,Vfaba.Hedin2.R1.6g011480,MtrunA17_Chr4g0023601,Psat7g197880
LATSA3860_EIv1.0_0555280,Vfaba.Hedin2.R1.2g133160,MtrunA17_Chr3g0127331,Psat5g074880
LATSA3860_EIv1.0_0555290,Vfaba.Hedin2.R1.2g133200,MtrunA17_Chr3g0127341,Psat5g074920
LATSA3860_EIv1.0_0555300,Vfaba.Hedin2.R1.2g133240,MtrunA17_Chr3g0127351,Psat5g074680
LATSA3860_EIv1.0_0555330,Vfaba.Hedin2.R1.2g133320,MtrunA17_Chr3g0127381,Psat5g074480
LATSA3860_EIv1.0_0555350,Vfaba.Hedin2.R1.2g133360,MtrunA17_Chr3g0127401,Psat5g074360
LATSA3860_EIv1.0_0555410,Vfaba.Hedin2.R1.2g133440,MtrunA17_Chr3g0127441,Psat5g074240
LATSA3860_EIv1.0_0555480,Vfaba.Hedin2.R1.2g133560,MtrunA17_Chr3g0127461,Psat5g074160
LATSA3860_EIv1.0_0555500,Vfaba.Hedin2.R1.2g133720,MtrunA17_Chr3g0127471,Psat5g074120
LATSA3860_EIv1.0_0555620,Vfaba.Hedin2.R1.2g134000,MtrunA17_Chr3g0127551,Psat5g073760
LATSA3860_EIv1.0_0555690,Vfaba.Hedin2.R1.2g134160,MtrunA17_Chr3g0127571,Psat5g073600
LATSA3860_EIv1.0_0559280,Vfaba.Hedin2.R1.1g277360,MtrunA17_Chr5g0445211,Psat2g011360
LATSA3860_EIv1.0_0559290,Vfaba.Hedin2.R1.1g277320,MtrunA17_Chr5g0445201,Psat0s4319g0040
LATSA3860_EIv1.0_0559350,Vfaba.Hedin2.R1.1g277240,MtrunA17_Chr5g0445161,Psat2g010720
LATSA3860_EIv1.0_0559360,Vfaba.Hedin2.R1.1g277080,MtrunA17_Chr5g0445151,Psat2g010640
LATSA3860_EIv1.0_0559390,Vfaba.Hedin2.R1.1g276920,MtrunA17_Chr5g0445141,Psat2g010600
LATSA3860_EIv1.0_0559560,Vfaba.Hedin2.R1.1g276560,MtrunA17_Chr5g0445011,Psat2g010160
LATSA3860_EIv1.0_0559570,Vfaba.Hedin2.R1.1g276520,MtrunA17_Chr5g0445001,Psat2g010120
LATSA3860_EIv1.0_0559620,Vfaba.Hedin2.R1.1g275960,MtrunA17_Chr5g0444891,Psat2g009920
LATSA3860_EIv1.0_0559660,Vfaba.Hedin2.R1.Ung020880,MtrunA17_Chr5g0444871,Psat2g009840
LATSA3860_EIv1.0_0563470,Vfaba.Hedin2.R1.1g095800,MtrunA17_Chr6g0476631,Psat1g112000
LATSA3860_EIv1.0_0563480,Vfaba.Hedin2.R1.1g095760,MtrunA17_Chr6g0476641,Psat1g111960
LATSA3860_EIv1.0_0563490,Vfaba.Hedin2.R1.1g095720,MtrunA17_Chr6g0476651,Psat1g111920
LATSA3860_EIv1.0_0566970,Vfaba.Hedin2.R1.5g038880,MtrunA17_Chr7g0235301,Psat3g148960
LATSA3860_EIv1.0_0567020,Vfaba.Hedin2.R1.5g038840,MtrunA17_Chr7g0235291,Psat3g149240
LATSA3860_EIv1.0_0573610,Vfaba.Hedin2.R1.6g146680,MtrunA17_Chr8g0382021,Psat7g055680
LATSA3860_EIv1.0_0573620,Vfaba.Hedin2.R1.6g146640,MtrunA17_Chr8g0382051,Psat7g055720
LATSA3860_EIv1.0_0573670,Vfaba.Hedin2.R1.6g147600,MtrunA17_Chr8g0382101,Psat7g055880
LATSA3860_EIv1.0_0573710,Vfaba.Hedin2.R1.6g147680,MtrunA17_Chr8g0382141,Psat7g055120
LATSA3860_EIv1.0_0573760,Vfaba.Hedin2.R1.6g147800,MtrunA17_Chr8g0382191,Psat7g054520
LATSA3860_EIv1.0_0573780,Vfaba.Hedin2.R1.6g147840,MtrunA17_Chr8g0382201,Psat7g054560
LATSA3860_EIv1.0_0573800,Vfaba.Hedin2.R1.6g147920,MtrunA17_Chr8g0382231,Psat7g054720
LATSA3860_EIv1.0_0577530,Vfaba.Hedin2.R1.5g128000,MtrunA17_Chr7g0262161,Psat3g051640
LATSA3860_EIv1.0_0580700,Vfaba.Hedin2.R1.5g174800,MtrunA17_Chr7g0271621,Psat3g014160
LATSA3860_EIv1.0_0580730,Vfaba.Hedin2.R1.5g174760,MtrunA17_Chr7g0271611,Psat3g014240
LATSA3860_EIv1.0_0580740,Vfaba.Hedin2.R1.5g174720,MtrunA17_Chr7g0271601,Psat3g014280
LATSA3860_EIv1.0_0580750,Vfaba.Hedin2.R1.5g174600,MtrunA17_Chr7g0271591,Psat3g014320
LATSA3860_EIv1.0_0580840,Vfaba.Hedin2.R1.5g174120,MtrunA17_Chr7g0271551,Psat3g014760
LATSA3860_EIv1.0_0580860,Vfaba.Hedin2.R1.5g173960,MtrunA17_Chr7g0271531,Psat3g014680
LATSA3860_EIv1.0_0583630,Vfaba.Hedin2.R1.1g136480,MtrunA17_Chr6g0452941,Psat1g075600
LATSA3860_EIv1.0_0583660,Vfaba.Hedin2.R1.1g136400,MtrunA17_Chr1g0165441,Psat1g075640
LATSA3860_EIv1.0_0587140,Vfaba.Hedin2.R1.1g070800,MtrunA17_Chr2g0319091,Psat5g248880
LATSA3860_EIv1.0_0587160,Vfaba.Hedin2.R1.1g070680,MtrunA17_Chr2g0319101,Psat5g249320
LATSA3860_EIv1.0_0587240,Vfaba.Hedin2.R1.1g070240,MtrunA17_Chr2g0319211,Psat5g249640
LATSA3860_EIv1.0_0590550,Vfaba.Hedin2.R1.4g091320,MtrunA17_Chr8g0365231,Psat4g125200
LATSA3860_EIv1.0_0597310,Vfaba.Hedin2.R1.1g303720,MtrunA17_Chr2g0310761,Psat1g011960
LATSA3860_EIv1.0_0597320,Vfaba.Hedin2.R1.1g303760,MtrunA17_Chr2g0310781,Psat1g013880
LATSA3860_EIv1.0_0601120,Vfaba.Hedin2.R1.4g219520,MtrunA17_Chr4g0072731,Psat4g012000
LATSA3860_EIv1.0_0604100,Vfaba.Hedin2.R1.3g046520,MtrunA17_Chr1g0179231,Psat6g078400
LATSA3860_EIv1.0_0604130,Vfaba.Hedin2.R1.3g046240,MtrunA17_Chr1g0179301,Psat6g078200
LATSA3860_EIv1.0_0604140,Vfaba.Hedin2.R1.3g046200,MtrunA17_Chr1g0179311,Psat6g078240
LATSA3860_EIv1.0_0604150,Vfaba.Hedin2.R1.3g046160,MtrunA17_Chr1g0179331,Psat6g078720
LATSA3860_EIv1.0_0604210,Vfaba.Hedin2.R1.3g046080,MtrunA17_Chr1g0179341,Psat6g079040
LATSA3860_EIv1.0_0607300,Vfaba.Hedin2.R1.6g097320,MtrunA17_Chr4g0050531,Psat7g097720
LATSA3860_EIv1.0_0607310,Vfaba.Hedin2.R1.6g097360,MtrunA17_Chr4g0050521,Psat7g098480
LATSA3860_EIv1.0_0607320,Vfaba.Hedin2.R1.6g097400,MtrunA17_Chr4g0050511,Psat7g098520
LATSA3860_EIv1.0_0607440,Vfaba.Hedin2.R1.6g098120,MtrunA17_Chr4g0050431,Psat7g098280
LATSA3860_EIv1.0_0607490,Vfaba.Hedin2.R1.6g098240,MtrunA17_Chr4g0050421,Psat7g098200
LATSA3860_EIv1.0_0610280,Vfaba.Hedin2.R1.1g470480,MtrunA17_Chr2g0283151,Psat1g201080
LATSA3860_EIv1.0_0610290,Vfaba.Hedin2.R1.1g470520,MtrunA17_Chr2g0283141,Psat1g201160
LATSA3860_EIv1.0_0616290,Vfaba.Hedin2.R1.2g034120,MtrunA17_Chr3g0094501,Psat5g181200
LATSA3860_EIv1.0_0622010,Vfaba.Hedin2.R1.3g200560,MtrunA17_Chr1g0148061,Psat6g007600
LATSA3860_EIv1.0_0622130,Vfaba.Hedin2.R1.3g201240,MtrunA17_Chr1g0148241,Psat6g032080
LATSA3860_EIv1.0_0622160,Vfaba.Hedin2.R1.3g201160,MtrunA17_Chr1g0148261,Psat6g031920
LATSA3860_EIv1.0_0622180,Vfaba.Hedin2.R1.3g201040,MtrunA17_Chr1g0148271,Psat6g031880
LATSA3860_EIv1.0_0622190,Vfaba.Hedin2.R1.3g201000,MtrunA17_Chr1g0148281,Psat6g031840
LATSA3860_EIv1.0_0625120,Vfaba.Hedin2.R1.1g373640,MtrunA17_Chr5g0401081,Psat2g171600
LATSA3860_EIv1.0_0625130,Vfaba.Hedin2.R1.1g373600,MtrunA17_Chr5g0401101,Psat0s281g0040
LATSA3860_EIv1.0_0625140,Vfaba.Hedin2.R1.1g373560,MtrunA17_Chr5g0401131,Psat0s280g0040
LATSA3860_EIv1.0_0625160,Vfaba.Hedin2.R1.1g373520,MtrunA17_Chr5g0401141,Psat2g171520
LATSA3860_EIv1.0_0625190,Vfaba.Hedin2.R1.1g373440,MtrunA17_Chr5g0401171,Psat2g171480
LATSA3860_EIv1.0_0625200,Vfaba.Hedin2.R1.1g373240,MtrunA17_Chr5g0401181,Psat2g171440
LATSA3860_EIv1.0_0625210,Vfaba.Hedin2.R1.1g373040,MtrunA17_Chr5g0401201,Psat2g171360
LATSA3860_EIv1.0_0625250,Vfaba.Hedin2.R1.1g372920,MtrunA17_Chr5g0401271,Psat2g171160
LATSA3860_EIv1.0_0625280,Vfaba.Hedin2.R1.1g372840,MtrunA17_Chr5g0401291,Psat2g170920
LATSA3860_EIv1.0_0625330,Vfaba.Hedin2.R1.1g372680,MtrunA17_Chr5g0401341,Psat2g170560
LATSA3860_EIv1.0_0625350,Vfaba.Hedin2.R1.1g372640,MtrunA17_Chr5g0401351,Psat2g170520
LATSA3860_EIv1.0_0625370,Vfaba.Hedin2.R1.1g372360,MtrunA17_Chr5g0401381,Psat2g170480
LATSA3860_EIv1.0_0625420,Vfaba.Hedin2.R1.1g372120,MtrunA17_Chr5g0401421,Psat2g170760
LATSA3860_EIv1.0_0628810,Vfaba.Hedin2.R1.3g052200,MtrunA17_Chr1g0181891,Psat6g125120
LATSA3860_EIv1.0_0628860,Vfaba.Hedin2.R1.3g052160,MtrunA17_Chr1g0181831,Psat6g125000
LATSA3860_EIv1.0_0628880,Vfaba.Hedin2.R1.3g052080,MtrunA17_Chr1g0181811,Psat6g124840
LATSA3860_EIv1.0_0628890,Vfaba.Hedin2.R1.3g051960,MtrunA17_Chr1g0181801,Psat6g124800
LATSA3860_EIv1.0_0631720,Vfaba.Hedin2.R1.1g426720,MtrunA17_Chr2g0295561,Psat1g155920
LATSA3860_EIv1.0_0631830,Vfaba.Hedin2.R1.1g427120,MtrunA17_Chr2g0295521,Psat1g156400
LATSA3860_EIv1.0_0636780,Vfaba.Hedin2.R1.2g077160,MtrunA17_Chr3g0113601,Psat5g128240
LATSA3860_EIv1.0_0636810,Vfaba.Hedin2.R1.2g077120,MtrunA17_Chr3g0113591,Psat5g128320
LATSA3860_EIv1.0_0636870,Vfaba.Hedin2.R1.2g077000,MtrunA17_Chr3g0113441,Psat5g128440
LATSA3860_EIv1.0_0000650,Vfaba.Hedin2.R1.1g460600,MtrunA17_Chr2g0285931,Psat1g189360
LATSA3860_EIv1.0_0003550,Vfaba.Hedin2.R1.2g076360,MtrunA17_Chr3g0113271,Psat5g126440
LATSA3860_EIv1.0_0003630,Vfaba.Hedin2.R1.2g076440,MtrunA17_Chr3g0113291,Psat5g126360
LATSA3860_EIv1.0_0003640,Vfaba.Hedin2.R1.2g076480,MtrunA17_Chr3g0113311,Psat5g126240
LATSA3860_EIv1.0_0003700,Vfaba.Hedin2.R1.2g076600,MtrunA17_Chr3g0113341,Psat5g127840
LATSA3860_EIv1.0_0008910,Vfaba.Hedin2.R1.1g390800,MtrunA17_Chr5g0396151,Psat2g187160
LATSA3860_EIv1.0_0008920,Vfaba.Hedin2.R1.1g390920,MtrunA17_Chr5g0396141,Psat2g187200
LATSA3860_EIv1.0_0008930,Vfaba.Hedin2.R1.1g390960,MtrunA17_Chr5g0396111,Psat2g187240
LATSA3860_EIv1.0_0008950,Vfaba.Hedin2.R1.1g391040,MtrunA17_Chr5g0396041,Psat2g187320
LATSA3860_EIv1.0_0008960,Vfaba.Hedin2.R1.1g391080,MtrunA17_Chr5g0396021,Psat2g187360
LATSA3860_EIv1.0_0008970,Vfaba.Hedin2.R1.1g391120,MtrunA17_Chr5g0395991,Psat2g187400
LATSA3860_EIv1.0_0008990,Vfaba.Hedin2.R1.1g391160,MtrunA17_Chr5g0395961,Psat2g187480
LATSA3860_EIv1.0_0009000,Vfaba.Hedin2.R1.1g391240,MtrunA17_Chr5g0395951,Psat2g187520
LATSA3860_EIv1.0_0009030,Vfaba.Hedin2.R1.1g391640,MtrunA17_Chr5g0395871,Psat2g187800
LATSA3860_EIv1.0_0009040,Vfaba.Hedin2.R1.1g391680,MtrunA17_Chr5g0395861,Psat2g187760
LATSA3860_EIv1.0_0009050,Vfaba.Hedin2.R1.1g391720,MtrunA17_Chr5g0395851,Psat2g187840
LATSA3860_EIv1.0_0009100,Vfaba.Hedin2.R1.1g391840,MtrunA17_Chr5g0395811,Psat2g188000
LATSA3860_EIv1.0_0009170,Vfaba.Hedin2.R1.1g391880,MtrunA17_Chr5g0395701,Psat2g188040
LATSA3860_EIv1.0_0009180,Vfaba.Hedin2.R1.1g392040,MtrunA17_Chr5g0395681,Psat2g188080
LATSA3860_EIv1.0_0012030,Vfaba.Hedin2.R1.2g126080,MtrunA17_Chr3g0126391,Psat5g079680
LATSA3860_EIv1.0_0012040,Vfaba.Hedin2.R1.2g126280,MtrunA17_Chr3g0126381,Psat5g079800
LATSA3860_EIv1.0_0012070,Vfaba.Hedin2.R1.2g126320,MtrunA17_Chr3g0126331,Psat5g079880
LATSA3860_EIv1.0_0014640,Vfaba.Hedin2.R1.1g286160,MtrunA17_Chr5g0448141,Psat2g003280
LATSA3860_EIv1.0_0014680,Vfaba.Hedin2.R1.1g286040,MtrunA17_Chr5g0448071,Psat2g003600
LATSA3860_EIv1.0_0014800,Vfaba.Hedin2.R1.1g285400,MtrunA17_Chr5g0447931,Psat2g003960
LATSA3860_EIv1.0_0014830,Vfaba.Hedin2.R1.1g285360,MtrunA17_Chr5g0447761,Psat2g004080
LATSA3860_EIv1.0_0014870,Vfaba.Hedin2.R1.1g285320,MtrunA17_Chr5g0447731,Psat2g004160
LATSA3860_EIv1.0_0014880,Vfaba.Hedin2.R1.1g285280,MtrunA17_Chr5g0447721,Psat0s736g0080
LATSA3860_EIv1.0_0014900,Vfaba.Hedin2.R1.1g285080,MtrunA17_Chr5g0447691,Psat0s737g0040
LATSA3860_EIv1.0_0014950,Vfaba.Hedin2.R1.1g284720,MtrunA17_Chr5g0447621,Psat2g004400
LATSA3860_EIv1.0_0014980,Vfaba.Hedin2.R1.1g284520,MtrunA17_Chr5g0447581,Psat2g004480
LATSA3860_EIv1.0_0015080,Vfaba.Hedin2.R1.Ung097200,MtrunA17_Chr5g0447501,Psat2g004600
LATSA3860_EIv1.0_0015110,Vfaba.Hedin2.R1.Ung097240,MtrunA17_Chr5g0447491,Psat2g004640
LATSA3860_EIv1.0_0015180,Vfaba.Hedin2.R1.1g283880,MtrunA17_Chr5g0447391,Psat2g004880
LATSA3860_EIv1.0_0015190,Vfaba.Hedin2.R1.1g283760,MtrunA17_Chr5g0447381,Psat2g005040
LATSA3860_EIv1.0_0015210,Vfaba.Hedin2.R1.1g283680,MtrunA17_Chr5g0447321,Psat2g005200
LATSA3860_EIv1.0_0015220,Vfaba.Hedin2.R1.Ung091160,MtrunA17_Chr5g0423541,Psat2g083560
LATSA3860_EIv1.0_0015230,Vfaba.Hedin2.R1.1g283560,MtrunA17_Chr5g0447301,Psat2g005240
LATSA3860_EIv1.0_0015270,Vfaba.Hedin2.R1.1g283240,MtrunA17_Chr5g0447231,Psat2g005480
LATSA3860_EIv1.0_0015280,Vfaba.Hedin2.R1.1g283200,MtrunA17_Chr5g0447221,Psat2g005520
LATSA3860_EIv1.0_0015340,Vfaba.Hedin2.R1.1g282920,MtrunA17_Chr5g0447091,Psat2g005800
LATSA3860_EIv1.0_0018530,Vfaba.Hedin2.R1.3g037240,MtrunA17_Chr1g0177751,Psat0s189g0080
LATSA3860_EIv1.0_0023170,Vfaba.Hedin2.R1.2g181120,MtrunA17_Chr3g0137121,Psat5g036840
LATSA3860_EIv1.0_0023250,Vfaba.Hedin2.R1.2g180920,MtrunA17_Chr3g0137101,Psat5g031840
LATSA3860_EIv1.0_0025420,Vfaba.Hedin2.R1.5g143240,MtrunA17_Chr7g0265231,Psat3g038760
LATSA3860_EIv1.0_0025450,Vfaba.Hedin2.R1.5g143320,MtrunA17_Chr7g0265211,Psat3g038840
LATSA3860_EIv1.0_0035140,Vfaba.Hedin2.R1.Ung088120,MtrunA17_Chr7g0234671,Psat3g150640
LATSA3860_EIv1.0_0037390,Vfaba.Hedin2.R1.5g123480,MtrunA17_Chr7g0261031,Psat3g058720
LATSA3860_EIv1.0_0037410,Vfaba.Hedin2.R1.5g123600,MtrunA17_Chr7g0261051,Psat3g058600
LATSA3860_EIv1.0_0039830,Vfaba.Hedin2.R1.2g160000,MtrunA17_Chr3g0132621,Psat5g049600
LATSA3860_EIv1.0_0039880,Vfaba.Hedin2.R1.2g159920,MtrunA17_Chr3g0132601,Psat5g050000
LATSA3860_EIv1.0_0042100,Vfaba.Hedin2.R1.1g303400,MtrunA17_Chr2g0310601,Psat1g014040
LATSA3860_EIv1.0_0042120,Vfaba.Hedin2.R1.Ung058440,MtrunA17_Chr2g0310591,Psat1g005720
LATSA3860_EIv1.0_0044600,Vfaba.Hedin2.R1.5g153000,MtrunA17_Chr7g0267121,Psat3g030240
LATSA3860_EIv1.0_0044610,Vfaba.Hedin2.R1.5g153040,MtrunA17_Chr7g0267131,Psat3g030160
LATSA3860_EIv1.0_0044650,Vfaba.Hedin2.R1.5g153200,MtrunA17_Chr7g0267171,Psat3g030000
LATSA3860_EIv1.0_0044960,Vfaba.Hedin2.R1.5g153920,MtrunA17_Chr7g0267441,Psat3g029240
LATSA3860_EIv1.0_0045080,Vfaba.Hedin2.R1.5g154240,MtrunA17_Chr7g0267481,Psat3g028480
LATSA3860_EIv1.0_0045090,Vfaba.Hedin2.R1.5g154160,MtrunA17_Chr7g0267491,Psat3g028440
LATSA3860_EIv1.0_0051910,Vfaba.Hedin2.R1.Ung094720,MtrunA17_Chr6g0453111,Psat1g074520
LATSA3860_EIv1.0_0051920,Vfaba.Hedin2.R1.1g135320,MtrunA17_Chr6g0453071,Psat1g074560
LATSA3860_EIv1.0_0058410,Vfaba.Hedin2.R1.5g188640,MtrunA17_Chr7g0275011,Psat3g005680
LATSA3860_EIv1.0_0058430,Vfaba.Hedin2.R1.5g188680,MtrunA17_Chr7g0275021,Psat3g005640
LATSA3860_EIv1.0_0058470,Vfaba.Hedin2.R1.Ung016160,MtrunA17_Chr7g0275081,Psat3g006320
LATSA3860_EIv1.0_0060160,Vfaba.Hedin2.R1.4g203720,MtrunA17_Chr4g0069691,Psat4g020320
LATSA3860_EIv1.0_0060180,Vfaba.Hedin2.R1.4g203800,MtrunA17_Chr4g0069711,Psat4g020240
LATSA3860_EIv1.0_0060190,Vfaba.Hedin2.R1.4g204000,MtrunA17_Chr4g0069721,Psat4g020200
LATSA3860_EIv1.0_0060290,Vfaba.Hedin2.R1.4g209840,MtrunA17_Chr4g0070941,Psat4g014920
LATSA3860_EIv1.0_0060330,Vfaba.Hedin2.R1.4g209920,MtrunA17_Chr4g0070951,Psat7g050680
LATSA3860_EIv1.0_0060360,Vfaba.Hedin2.R1.4g210120,MtrunA17_Chr4g0070991,Psat7g044040
LATSA3860_EIv1.0_0066110,Vfaba.Hedin2.R1.2g026120,MtrunA17_Chr3g0086301,Psat7g133360
LATSA3860_EIv1.0_0068220,Vfaba.Hedin2.R1.3g193760,MtrunA17_Chr1g0157741,Psat6g035680
LATSA3860_EIv1.0_0068280,Vfaba.Hedin2.R1.3g193480,MtrunA17_Chr1g0157721,Psat6g035520
LATSA3860_EIv1.0_0070510,Vfaba.Hedin2.R1.6g100840,MtrunA17_Chr4g0049891,Psat7g101040
LATSA3860_EIv1.0_0072970,Vfaba.Hedin2.R1.3g000360,MtrunA17_Chr1g0213211,Psat6g239400
LATSA3860_EIv1.0_0072990,Vfaba.Hedin2.R1.3g000320,MtrunA17_Chr1g0213221,Psat6g239640
LATSA3860_EIv1.0_0073000,Vfaba.Hedin2.R1.3g000280,MtrunA17_Chr1g0213231,Psat6g239680
LATSA3860_EIv1.0_0073040,Vfaba.Hedin2.R1.3g000200,MtrunA17_Chr1g0213281,Psat6g238840
LATSA3860_EIv1.0_0073100,Vfaba.Hedin2.R1.3g007040,MtrunA17_Chr1g0213321,Psat6g239760
LATSA3860_EIv1.0_0073170,Vfaba.Hedin2.R1.3g006960,MtrunA17_Chr1g0213331,Psat6g239960
LATSA3860_EIv1.0_0073200,Vfaba.Hedin2.R1.3g006920,MtrunA17_Chr1g0213341,Psat6g240040
LATSA3860_EIv1.0_0073210,Vfaba.Hedin2.R1.3g006840,MtrunA17_Chr1g0213351,Psat6g240080
LATSA3860_EIv1.0_0073220,Vfaba.Hedin2.R1.3g006800,MtrunA17_Chr1g0213361,Psat6g240120
LATSA3860_EIv1.0_0073230,Vfaba.Hedin2.R1.3g006760,MtrunA17_Chr1g0213381,Psat6g240200
LATSA3860_EIv1.0_0073240,Vfaba.Hedin2.R1.3g006720,MtrunA17_Chr1g0213391,Psat6g240280
LATSA3860_EIv1.0_0073300,Vfaba.Hedin2.R1.3g006560,MtrunA17_Chr1g0213441,Psat0s1997g0040
LATSA3860_EIv1.0_0073320,Vfaba.Hedin2.R1.3g006360,MtrunA17_Chr1g0213461,Psat6g241680
LATSA3860_EIv1.0_0073440,Vfaba.Hedin2.R1.3g006040,MtrunA17_Chr1g0213481,Psat6g241040
LATSA3860_EIv1.0_0073510,Vfaba.Hedin2.R1.3g005920,MtrunA17_Chr1g0213521,Psat6g241440
LATSA3860_EIv1.0_0073550,Vfaba.Hedin2.R1.3g005880,MtrunA17_Chr1g0213531,Psat6g241480
LATSA3860_EIv1.0_0075670,Vfaba.Hedin2.R1.2g110720,MtrunA17_Chr3g0122411,Psat5g096720
LATSA3860_EIv1.0_0075690,Vfaba.Hedin2.R1.3g060360,MtrunA17_Chr1g0184251,Psat5g265120
LATSA3860_EIv1.0_0081430,Vfaba.Hedin2.R1.1g345320,MtrunA17_Chr5g0408291,Psat0s2743g0040
LATSA3860_EIv1.0_0081450,Vfaba.Hedin2.R1.1g345200,MtrunA17_Chr5g0408321,Psat0s808g0080
LATSA3860_EIv1.0_0083290,Vfaba.Hedin2.R1.Ung088560,MtrunA17_Chr8g0354651,Psat4g188920
LATSA3860_EIv1.0_0083330,Vfaba.Hedin2.R1.Ung088520,MtrunA17_Chr8g0354641,Psat4g189000
LATSA3860_EIv1.0_0085280,Vfaba.Hedin2.R1.1g434280,MtrunA17_Chr2g0293911,Psat1g162600
LATSA3860_EIv1.0_0087060,Vfaba.Hedin2.R1.6g106560,MtrunA17_Chr4g0048801,Psat7g106960
LATSA3860_EIv1.0_0087070,Vfaba.Hedin2.R1.6g106520,MtrunA17_Chr4g0048811,Psat7g107360
LATSA3860_EIv1.0_0087200,Vfaba.Hedin2.R1.6g106320,MtrunA17_Chr4g0048901,Psat7g107640
LATSA3860_EIv1.0_0087350,Vfaba.Hedin2.R1.6g106120,MtrunA17_Chr4g0048931,Psat7g105840
LATSA3860_EIv1.0_0087370,Vfaba.Hedin2.R1.6g105880,MtrunA17_Chr4g0048941,Psat0s935g0040
LATSA3860_EIv1.0_0087390,Vfaba.Hedin2.R1.6g105720,MtrunA17_Chr4g0048951,Psat7g105600
LATSA3860_EIv1.0_0087400,Vfaba.Hedin2.R1.6g105680,MtrunA17_Chr4g0048961,Psat7g105640
LATSA3860_EIv1.0_0087440,Vfaba.Hedin2.R1.6g105320,MtrunA17_Chr4g0048991,Psat7g105480
LATSA3860_EIv1.0_0089570,Vfaba.Hedin2.R1.6g107680,MtrunA17_Chr4g0048401,Psat7g108400
LATSA3860_EIv1.0_0097350,Vfaba.Hedin2.R1.2g040360,MtrunA17_Chr3g0097951,Psat5g183400
LATSA3860_EIv1.0_0099300,Vfaba.Hedin2.R1.1g081760,MtrunA17_Chr2g0315551,Psat5g237720
LATSA3860_EIv1.0_0101540,Vfaba.Hedin2.R1.4g129160,MtrunA17_Chr4g0053871,Psat4g083280
LATSA3860_EIv1.0_0101560,Vfaba.Hedin2.R1.4g129200,MtrunA17_Chr4g0053891,Psat4g083720
LATSA3860_EIv1.0_0103640,Vfaba.Hedin2.R1.1g142920,MtrunA17_Chr6g0450991,Psat1g059440
LATSA3860_EIv1.0_0106680,Vfaba.Hedin2.R1.5g070760,MtrunA17_Chr7g0248701,Psat3g105480
LATSA3860_EIv1.0_0106690,Vfaba.Hedin2.R1.5g070720,MtrunA17_Chr7g0248691,Psat3g105520
LATSA3860_EIv1.0_0108800,Vfaba.Hedin2.R1.6g149000,MtrunA17_Chr8g0382521,Psat7g054080
LATSA3860_EIv1.0_0108880,Vfaba.Hedin2.R1.6g149120,MtrunA17_Chr8g0382571,Psat7g053480
LATSA3860_EIv1.0_0108900,Vfaba.Hedin2.R1.6g149200,MtrunA17_Chr8g0382611,Psat7g053560
LATSA3860_EIv1.0_0110350,Vfaba.Hedin2.R1.3g164960,MtrunA17_Chr1g0209611,Psat6g225960
LATSA3860_EIv1.0_0110370,Vfaba.Hedin2.R1.3g165040,MtrunA17_Chr1g0209631,Psat6g226160
LATSA3860_EIv1.0_0110390,Vfaba.Hedin2.R1.3g165120,MtrunA17_Chr1g0209661,Psat6g226200
LATSA3860_EIv1.0_0110400,Vfaba.Hedin2.R1.3g001880,MtrunA17_Chr1g0209681,Psat6g226240
LATSA3860_EIv1.0_0115000,Vfaba.Hedin2.R1.6g123840,MtrunA17_Chr4g0044551,Psat7g126400
LATSA3860_EIv1.0_0118230,Vfaba.Hedin2.R1.1g231720,MtrunA17_Chr5g0432431,Psat2g052040
LATSA3860_EIv1.0_0118250,Vfaba.Hedin2.R1.1g231800,MtrunA17_Chr5g0432451,Psat2g051960
LATSA3860_EIv1.0_0120800,Vfaba.Hedin2.R1.4g148160,MtrunA17_Chr4g0057531,Psat4g065680
LATSA3860_EIv1.0_0120810,Vfaba.Hedin2.R1.4g148200,MtrunA17_Chr4g0057551,Psat4g065520
LATSA3860_EIv1.0_0120830,Vfaba.Hedin2.R1.4g148280,MtrunA17_Chr4g0057561,Psat0s3911g0160
LATSA3860_EIv1.0_0120840,Vfaba.Hedin2.R1.4g148400,MtrunA17_Chr4g0057571,Psat0s3911g0120
LATSA3860_EIv1.0_0120850,Vfaba.Hedin2.R1.4g148440,MtrunA17_Chr4g0057601,Psat0s2546g0040
LATSA3860_EIv1.0_0120870,Vfaba.Hedin2.R1.4g148480,MtrunA17_Chr4g0057611,Psat0s2546g0080
