orthogroup,grasspea,faba,medicago,pea,composition_label,nb_pair
OG0004723,LATSA3860_EIv1.0_0396220,Vfaba.Hedin2.R1.4g231400,MtrunA17_Chr4g0074991,,1230,3
OG0004726,LATSA3860_EIv1.0_0400000,Vfaba.Hedin2.R1.3g098840,,Psat6g161920,1204,3
OG0004730,LATSA3860_EIv1.0_0403280,Vfaba.Hedin2.R1.6g035720,,Psat7g216040,1204,3
OG0004735,LATSA3860_EIv1.0_0409160,Vfaba.Hedin2.R1.5g000080,MtrunA17_Chr2g0333151,,1230,3
OG0004751,LATSA3860_EIv1.0_0423430,Vfaba.Hedin2.R1.1g455120,,,1200,1
OG0004754,LATSA3860_EIv1.0_0424430,Vfaba.Hedin2.R1.3g179760,,Psat0s3452g0040,1204,3
OG0004758,LATSA3860_EIv1.0_0426160,Vfaba.Hedin2.R1.1g194400,,Psat0s1830g0040,1204,3
OG0004764,LATSA3860_EIv1.0_0431260,Vfaba.Hedin2.R1.6g146720,,,1200,1
OG0004770,LATSA3860_EIv1.0_0436180,Vfaba.Hedin2.R1.1g315680,,Psat2g117160,1204,3
OG0004772,LATSA3860_EIv1.0_0440430,Vfaba.Hedin2.R1.4g243280,MtrunA17_Chr4g0075181,,1230,3
OG0004775,LATSA3860_EIv1.0_0444510,Vfaba.Hedin2.R1.5g028160,MtrunA17_Chr7g0228451,,1230,3
OG0004780,LATSA3860_EIv1.0_0446240,Vfaba.Hedin2.R1.1g087640,MtrunA17_Chr6g0480631,,1230,3
OG0004783,LATSA3860_EIv1.0_0449470,Vfaba.Hedin2.R1.3g149720,,Psat6g212760,1204,3
OG0004790,LATSA3860_EIv1.0_0461230,Vfaba.Hedin2.R1.4g060720,MtrunA17_Chr8g0343641,,1230,3
OG0004793,LATSA3860_EIv1.0_0465870,Vfaba.Hedin2.R1.1g140600,,,1200,1
OG0004795,LATSA3860_EIv1.0_0468040,Vfaba.Hedin2.R1.2g273560,,,1200,1
OG0004804,LATSA3860_EIv1.0_0473610,Vfaba.Hedin2.R1.1g222240,MtrunA17_Chr5g0428751,,1230,3
OG0004805,LATSA3860_EIv1.0_0474450,Vfaba.Hedin2.R1.4g100360,,Psat4g114840,1204,3
OG0004810,LATSA3860_EIv1.0_0479130,Vfaba.Hedin2.R1.2g016880,,Psat5g213720,1204,3
OG0004811,LATSA3860_EIv1.0_0479550,Vfaba.Hedin2.R1.1g039680,,Psat5g280480,1204,3
OG0004823,LATSA3860_EIv1.0_0488820,Vfaba.Hedin2.R1.Ung057600,,,1200,1
OG0004836,LATSA3860_EIv1.0_0511250,Vfaba.Hedin2.R1.6g001040,MtrunA17_Chr4g0076761,,1230,3
OG0004843,LATSA3860_EIv1.0_0517320,Vfaba.Hedin2.R1.1g310480,,Psat2g110480,1204,3
OG0004849,LATSA3860_EIv1.0_0522280,Vfaba.Hedin2.R1.1g118160,MtrunA17_Chr6g0461841,,1230,3
OG0004863,LATSA3860_EIv1.0_0533660,Vfaba.Hedin2.R1.6g060760,MtrunA17_Chr4g0039571,,1230,3
OG0004865,LATSA3860_EIv1.0_0535700,Vfaba.Hedin2.R1.1g263680,,,1200,1
OG0004866,LATSA3860_EIv1.0_0535820,Vfaba.Hedin2.R1.5g154800,,Psat0ss10486g0080,1204,3
OG0004873,LATSA3860_EIv1.0_0549000,Vfaba.Hedin2.R1.6g170040,,Psat7g033480,1204,3
OG0004877,LATSA3860_EIv1.0_0552910,Vfaba.Hedin2.R1.1g221400,,Psat0s1258g0040,1204,3
OG0004889,LATSA3860_EIv1.0_0565870,Vfaba.Hedin2.R1.3g172160,,,1200,1
OG0004893,LATSA3860_EIv1.0_0569160,Vfaba.Hedin2.R1.5g066720,MtrunA17_Chr7g0247281,,1230,3
OG0004894,LATSA3860_EIv1.0_0569240,Vfaba.Hedin2.R1.2g202560,,Psat5g015800,1204,3
OG0004896,LATSA3860_EIv1.0_0569790,Vfaba.Hedin2.R1.1g173280,,Psat1g028960,1204,3
OG0004904,LATSA3860_EIv1.0_0576710,Vfaba.Hedin2.R1.2g007120,,Psat0s1896g0120,1204,3
OG0004914,LATSA3860_EIv1.0_0592330,Vfaba.Hedin2.R1.1g251960,,,1200,1
OG0004923,LATSA3860_EIv1.0_0605260,Vfaba.Hedin2.R1.2g041560,MtrunA17_Chr3g0098731,,1230,3
OG0004926,LATSA3860_EIv1.0_0609560,Vfaba.Hedin2.R1.6g050000,,Psat7g139200,1204,3
OG0004929,LATSA3860_EIv1.0_0615790,Vfaba.Hedin2.R1.1g245240,,,1200,1
OG0004934,LATSA3860_EIv1.0_0620450,Vfaba.Hedin2.R1.2g075200,MtrunA17_Chr3g0112831,,1230,3
OG0004939,LATSA3860_EIv1.0_0628630,Vfaba.Hedin2.R1.4g107600,MtrunA17_Chr8g0370231,,1230,3
OG0004943,LATSA3860_EIv1.0_0631410,Vfaba.Hedin2.R1.3g001520,,,1200,1
OG0004947,LATSA3860_EIv1.0_0635530,Vfaba.Hedin2.R1.1g038040,,,1200,1
OG0004949,LATSA3860_EIv1.0_0635870,Vfaba.Hedin2.R1.6g114760,,Psat7g115720,1204,3
OG0004950,LATSA3860_EIv1.0_0636130,Vfaba.Hedin2.R1.3g000880,,,1200,1
OG0004951,LATSA3860_EIv1.0_0637620,Vfaba.Hedin2.R1.3g023240,,Psat0s1161g0040,1204,3
OG0004956,LATSA3860_EIv1.0_0006260,Vfaba.Hedin2.R1.6g023440,,,1200,1
OG0004957,LATSA3860_EIv1.0_0006550,Vfaba.Hedin2.R1.5g093000,,Psat3g085640,1204,3
OG0005021,LATSA3860_EIv1.0_0159140,Vfaba.Hedin2.R1.3g058800,,Psat6g041800,1204,3
OG0005023,LATSA3860_EIv1.0_0165430,Vfaba.Hedin2.R1.4g098600,,Psat4g112920,1204,3
OG0005027,LATSA3860_EIv1.0_0182310,Vfaba.Hedin2.R1.3g174480,MtrunA17_Chr1g0164981,,1230,3
OG0005028,LATSA3860_EIv1.0_0185370,Vfaba.Hedin2.R1.3g175440,,Psat6g099640,1204,3
OG0005029,LATSA3860_EIv1.0_0185890,Vfaba.Hedin2.R1.4g092960,,Psat4g123360,1204,3
OG0005033,LATSA3860_EIv1.0_0193710,Vfaba.Hedin2.R1.6g064120,,Psat7g138080,1204,3
OG0005034,LATSA3860_EIv1.0_0194410,Vfaba.Hedin2.R1.3g085720,,Psat6g149240,1204,3
OG0005035,LATSA3860_EIv1.0_0197600,Vfaba.Hedin2.R1.1g411840,,Psat1g140520,1204,3
OG0005037,LATSA3860_EIv1.0_0207250,Vfaba.Hedin2.R1.4g044200,,Psat4g211960,1204,3
OG0005038,LATSA3860_EIv1.0_0208580,Vfaba.Hedin2.R1.6g006760,,,1200,1
OG0005044,LATSA3860_EIv1.0_0248710,Vfaba.Hedin2.R1.1g220160,MtrunA17_Chr5g0429461,,1230,3
OG0005069,LATSA3860_EIv1.0_0476060,Vfaba.Hedin2.R1.4g035600,,Psat4g150280,1204,3
OG0005075,LATSA3860_EIv1.0_0582130,Vfaba.Hedin2.R1.2g066200,,Psat5g144520,1204,3
OG0005080,LATSA3860_EIv1.0_0048950,Vfaba.Hedin2.R1.3g124160,MtrunA17_Chr1g0200791,,1230,3
OG0005253,LATSA3860_EIv1.0_0492710,Vfaba.Hedin2.R1.6g122520,MtrunA17_Chr4g0044731,,1230,3
OG0005274,LATSA3860_EIv1.0_0175310,Vfaba.Hedin2.R1.1g346520,,Psat2g145560,1204,3
OG0005275,LATSA3860_EIv1.0_0175340,Vfaba.Hedin2.R1.1g346640,MtrunA17_Chr5g0407911,,1230,3
OG0005281,LATSA3860_EIv1.0_0257640,Vfaba.Hedin2.R1.5g123320,MtrunA17_Chr7g0260951,,1230,3
OG0005292,LATSA3860_EIv1.0_0362430,Vfaba.Hedin2.R1.2g125560,MtrunA17_Chr3g0126511,,1230,3
OG0005295,LATSA3860_EIv1.0_0414190,Vfaba.Hedin2.R1.Ung116000,,Psat0s1953g0320,1204,3
OG0005297,LATSA3860_EIv1.0_0427100,Vfaba.Hedin2.R1.1g022320,MtrunA17_Chr7g0221571,,1230,3
OG0005309,LATSA3860_EIv1.0_0487730,Vfaba.Hedin2.R1.1g124640,,Psat1g080640,1204,3
OG0005310,LATSA3860_EIv1.0_0493300,Vfaba.Hedin2.R1.3g019120,MtrunA17_Chr3g0132181,,1230,3
OG0005311,LATSA3860_EIv1.0_0493330,Vfaba.Hedin2.R1.3g019280,,Psat5g051440,1204,3
OG0005314,LATSA3860_EIv1.0_0512720,Vfaba.Hedin2.R1.2g124040,,,1200,1
OG0005317,LATSA3860_EIv1.0_0517120,Vfaba.Hedin2.R1.2g091680,,Psat0s2168g0040,1204,3
OG0005319,LATSA3860_EIv1.0_0534960,Vfaba.Hedin2.R1.1g063080,,Psat5g257200,1204,3
OG0005321,LATSA3860_EIv1.0_0555310,Vfaba.Hedin2.R1.2g133280,MtrunA17_Chr3g0127371,,1230,3
OG0005326,LATSA3860_EIv1.0_0559590,Vfaba.Hedin2.R1.1g276400,MtrunA17_Chr5g0444961,,1230,3
OG0005331,LATSA3860_EIv1.0_0587260,Vfaba.Hedin2.R1.1g070200,MtrunA17_Chr2g0319271,,1230,3
OG0005336,LATSA3860_EIv1.0_0607420,Vfaba.Hedin2.R1.6g098080,,,1200,1
OG0005343,LATSA3860_EIv1.0_0009120,Vfaba.Hedin2.R1.Ung073760,,,1200,1
OG0005348,LATSA3860_EIv1.0_0025490,Vfaba.Hedin2.R1.5g143560,,,1200,1
OG0005356,LATSA3860_EIv1.0_0044920,Vfaba.Hedin2.R1.5g153800,,Psat3g029120,1204,3
OG0005357,LATSA3860_EIv1.0_0044990,Vfaba.Hedin2.R1.5g153960,MtrunA17_Chr7g0267461,,1230,3
OG0005358,LATSA3860_EIv1.0_0051970,Vfaba.Hedin2.R1.1g135440,,Psat1g074600,1204,3
OG0005360,LATSA3860_EIv1.0_0054190,Vfaba.Hedin2.R1.1g259400,,,1200,1
OG0005365,LATSA3860_EIv1.0_0060200,Vfaba.Hedin2.R1.4g204080,,,1200,1
OG0005385,LATSA3860_EIv1.0_0099390,Vfaba.Hedin2.R1.1g081480,,Psat5g237200,1204,3
OG0005387,LATSA3860_EIv1.0_0099530,Vfaba.Hedin2.R1.1g081160,,,1200,1
OG0005389,LATSA3860_EIv1.0_0108870,Vfaba.Hedin2.R1.2g118640,,,1200,1
OG0005400,LATSA3860_EIv1.0_0148020,Vfaba.Hedin2.R1.4g200920,,Psat0ss1196g0520,1204,3
OG0005402,LATSA3860_EIv1.0_0154680,Vfaba.Hedin2.R1.2g128040,,Psat5g080840,1204,3
OG0005403,LATSA3860_EIv1.0_0161350,Vfaba.Hedin2.R1.3g078240,MtrunA17_Chr1g0189991,,1230,3
OG0005406,LATSA3860_EIv1.0_0167310,Vfaba.Hedin2.R1.5g171680,,,1200,1
OG0005410,LATSA3860_EIv1.0_0181500,Vfaba.Hedin2.R1.2g135440,,Psat5g072320,1204,3
OG0005424,LATSA3860_EIv1.0_0204000,Vfaba.Hedin2.R1.Ung049520,MtrunA17_Chr4g0062761,,1230,3
OG0005440,LATSA3860_EIv1.0_0246130,Vfaba.Hedin2.R1.1g396360,MtrunA17_Chr7g0262961,,1230,3
OG0005450,LATSA3860_EIv1.0_0254470,Vfaba.Hedin2.R1.4g189520,,Psat4g029760,1204,3
OG0005452,LATSA3860_EIv1.0_0255720,Vfaba.Hedin2.R1.1g257520,,,1200,1
OG0005457,LATSA3860_EIv1.0_0263180,Vfaba.Hedin2.R1.4g203280,,,1200,1
OG0005464,LATSA3860_EIv1.0_0275350,Vfaba.Hedin2.R1.3g182280,,Psat6g050840,1204,3
OG0005469,LATSA3860_EIv1.0_0281360,Vfaba.Hedin2.R1.6g071240,,Psat7g081520,1204,3
OG0005471,LATSA3860_EIv1.0_0283870,Vfaba.Hedin2.R1.1g214280,,,1200,1
OG0005474,LATSA3860_EIv1.0_0289070,Vfaba.Hedin2.R1.5g186800,,Psat3g006920,1204,3
OG0005482,LATSA3860_EIv1.0_0305530,Vfaba.Hedin2.R1.3g110880,MtrunA17_Chr1g0197721,,1230,3
OG0005487,LATSA3860_EIv1.0_0314160,Vfaba.Hedin2.R1.1g435800,,Psat1g164440,1204,3
OG0005488,LATSA3860_EIv1.0_0314190,Vfaba.Hedin2.R1.1g435880,,Psat1g164560,1204,3
OG0005489,LATSA3860_EIv1.0_0314350,Vfaba.Hedin2.R1.1g436280,,,1200,1
OG0005491,LATSA3860_EIv1.0_0320940,Vfaba.Hedin2.R1.2g035000,,Psat5g194880,1204,3
OG0005495,LATSA3860_EIv1.0_0323830,Vfaba.Hedin2.R1.1g156280,,Psat1g044160,1204,3
OG0005502,LATSA3860_EIv1.0_0329940,Vfaba.Hedin2.R1.4g152440,,,1200,1
OG0005511,LATSA3860_EIv1.0_0334930,Vfaba.Hedin2.R1.3g191480,,Psat6g038640,1204,3
OG0005518,LATSA3860_EIv1.0_0347350,Vfaba.Hedin2.R1.1g242040,,,1200,1
OG0005530,LATSA3860_EIv1.0_0365620,Vfaba.Hedin2.R1.1g480000,,Psat1g210480,1204,3
OG0005535,LATSA3860_EIv1.0_0373620,Vfaba.Hedin2.R1.1g249480,,Psat2g030120,1204,3
OG0005543,LATSA3860_EIv1.0_0387110,Vfaba.Hedin2.R1.3g095560,,Psat6g157720,1204,3
OG0005544,LATSA3860_EIv1.0_0387140,Vfaba.Hedin2.R1.3g095800,,Psat6g157560,1204,3
OG0005554,LATSA3860_EIv1.0_0397530,Vfaba.Hedin2.R1.1g389560,,Psat2g184240,1204,3
OG0005555,LATSA3860_EIv1.0_0397810,Vfaba.Hedin2.R1.2g154880,,Psat2g183360,1204,3
OG0005556,LATSA3860_EIv1.0_0397950,Vfaba.Hedin2.R1.1g386720,,,1200,1
OG0005563,LATSA3860_EIv1.0_0406820,Vfaba.Hedin2.R1.3g082520,,Psat6g146560,1204,3
OG0005573,LATSA3860_EIv1.0_0419650,Vfaba.Hedin2.R1.1g097680,,Psat1g110480,1204,3
OG0005574,LATSA3860_EIv1.0_0423100,Vfaba.Hedin2.R1.1g338160,,,1200,1
OG0005578,LATSA3860_EIv1.0_0430780,Vfaba.Hedin2.R1.3g127320,,Psat6g191160,1204,3
OG0005583,LATSA3860_EIv1.0_0436780,Vfaba.Hedin2.R1.Ung065160,MtrunA17_Chr4g0028821,,1230,3
OG0005586,LATSA3860_EIv1.0_0439370,Vfaba.Hedin2.R1.3g203560,,Psat6g028520,1204,3
OG0005589,LATSA3860_EIv1.0_0440750,Vfaba.Hedin2.R1.5g158440,,Psat3g025520,1204,3
OG0005596,LATSA3860_EIv1.0_0443680,Vfaba.Hedin2.R1.3g212720,MtrunA17_Chr1g0151141,,1230,3
OG0005601,LATSA3860_EIv1.0_0449110,Vfaba.Hedin2.R1.1g470200,,Psat1g200680,1204,3
OG0005635,LATSA3860_EIv1.0_0500740,Vfaba.Hedin2.R1.5g134880,MtrunA17_Chr7g0263601,,1230,3
OG0005637,LATSA3860_EIv1.0_0502010,Vfaba.Hedin2.R1.4g237360,,Psat0s3200g0040,1204,3
OG0005651,LATSA3860_EIv1.0_0514820,Vfaba.Hedin2.R1.3g096120,MtrunA17_Chr1g0194101,,1230,3
OG0005662,LATSA3860_EIv1.0_0531980,Vfaba.Hedin2.R1.4g235240,,Psat5g003000,1204,3
OG0005664,LATSA3860_EIv1.0_0533950,Vfaba.Hedin2.R1.1g003520,,Psat3g206520,1204,3
OG0005670,LATSA3860_EIv1.0_0543070,Vfaba.Hedin2.R1.5g163040,,Psat3g021800,1204,3
OG0005680,LATSA3860_EIv1.0_0557280,Vfaba.Hedin2.R1.1g390280,,,1200,1
OG0005689,LATSA3860_EIv1.0_0568390,Vfaba.Hedin2.R1.1g411720,,,1200,1
OG0005697,LATSA3860_EIv1.0_0578710,Vfaba.Hedin2.R1.3g176960,MtrunA17_Chr1g0163531,,1230,3
OG0005703,LATSA3860_EIv1.0_0589000,Vfaba.Hedin2.R1.2g173000,,Psat5g037320,1204,3
OG0005711,LATSA3860_EIv1.0_0595430,Vfaba.Hedin2.R1.Ung015400,MtrunA17_Chr5g0396451,,1230,3
OG0005734,LATSA3860_EIv1.0_0628240,Vfaba.Hedin2.R1.1g116640,,Psat2g031560,1204,3
OG0005735,LATSA3860_EIv1.0_0630690,Vfaba.Hedin2.R1.3g121880,,,1200,1
OG0005737,LATSA3860_EIv1.0_0631280,Vfaba.Hedin2.R1.5g025720,,Psat6g224880,1204,3
OG0005739,LATSA3860_EIv1.0_0634480,Vfaba.Hedin2.R1.5g094320,MtrunA17_Chr7g0254631,,1230,3
OG0005746,LATSA3860_EIv1.0_0000770,Vfaba.Hedin2.R1.6g114920,MtrunA17_Chr4g0046631,,1230,3
OG0005751,LATSA3860_EIv1.0_0005500,Vfaba.Hedin2.R1.4g109960,,Psat4g103520,1204,3
OG0005764,LATSA3860_EIv1.0_0019590,Vfaba.Hedin2.R1.6g147400,MtrunA17_Chr8g0381801,,1230,3
OG0005767,LATSA3860_EIv1.0_0021350,Vfaba.Hedin2.R1.2g011720,,Psat5g215840,1204,3
OG0005768,LATSA3860_EIv1.0_0021360,Vfaba.Hedin2.R1.2g011680,,Psat5g222560,1204,3
OG0005783,LATSA3860_EIv1.0_0034520,Vfaba.Hedin2.R1.5g130760,,Psat0s350g0080,1204,3
OG0005785,LATSA3860_EIv1.0_0035380,Vfaba.Hedin2.R1.5g110440,,,1200,1
OG0005788,LATSA3860_EIv1.0_0036610,Vfaba.Hedin2.R1.2g062040,,,1200,1
OG0005789,LATSA3860_EIv1.0_0036930,Vfaba.Hedin2.R1.1g338560,,Psat2g139120,1204,3
OG0005790,LATSA3860_EIv1.0_0037740,Vfaba.Hedin2.R1.4g178520,,Psat4g038960,1204,3
OG0005799,LATSA3860_EIv1.0_0043440,Vfaba.Hedin2.R1.1g037320,,,1200,1
OG0005810,LATSA3860_EIv1.0_0054980,Vfaba.Hedin2.R1.1g210720,,,1200,1
OG0005813,LATSA3860_EIv1.0_0059570,Vfaba.Hedin2.R1.1g087800,,Psat1g122960,1204,3
OG0005816,LATSA3860_EIv1.0_0061620,Vfaba.Hedin2.R1.2g235920,,Psat0s3685g0120,1204,3
OG0005824,LATSA3860_EIv1.0_0066270,Vfaba.Hedin2.R1.6g054360,,Psat7g077080,1204,3
OG0005827,LATSA3860_EIv1.0_0072030,Vfaba.Hedin2.R1.1g144400,,Psat1g056160,1204,3
OG0005850,LATSA3860_EIv1.0_0094380,Vfaba.Hedin2.R1.3g084520,,Psat6g148280,1204,3
OG0005851,LATSA3860_EIv1.0_0095010,Vfaba.Hedin2.R1.6g125960,,,1200,1
OG0005852,LATSA3860_EIv1.0_0096070,Vfaba.Hedin2.R1.Ung085920,,Psat5g062640,1204,3
OG0005856,LATSA3860_EIv1.0_0097750,Vfaba.Hedin2.R1.4g124920,,Psat4g087160,1204,3
OG0005858,LATSA3860_EIv1.0_0098380,Vfaba.Hedin2.R1.5g191800,MtrunA17_Chr7g0275611,,1230,3
OG0005860,LATSA3860_EIv1.0_0100170,Vfaba.Hedin2.R1.5g097520,MtrunA17_Chr7g0255671,,1230,3
OG0005865,LATSA3860_EIv1.0_0102770,Vfaba.Hedin2.R1.5g013720,,Psat1g021400,1204,3
OG0005873,LATSA3860_EIv1.0_0106930,Vfaba.Hedin2.R1.3g172520,,Psat6g100920,1204,3
OG0005880,LATSA3860_EIv1.0_0108270,Vfaba.Hedin2.R1.2g211280,,Psat0s1223g0040,1204,3
OG0005882,LATSA3860_EIv1.0_0109630,Vfaba.Hedin2.R1.1g327320,MtrunA17_Chr5g0418471,,1230,3
OG0005883,LATSA3860_EIv1.0_0109690,Vfaba.Hedin2.R1.1g327560,,Psat2g127880,1204,3
OG0005887,LATSA3860_EIv1.0_0111250,Vfaba.Hedin2.R1.3g192720,MtrunA17_Chr1g0146201,,1230,3
OG0005888,LATSA3860_EIv1.0_0111300,Vfaba.Hedin2.R1.3g192560,,Psat6g038440,1204,3
OG0005890,LATSA3860_EIv1.0_0112310,Vfaba.Hedin2.R1.4g208040,,Psat4g018000,1204,3
OG0005895,LATSA3860_EIv1.0_0119480,Vfaba.Hedin2.R1.Ung093800,MtrunA17_Chr8g0373811,,1230,3
OG0005899,LATSA3860_EIv1.0_0121140,Vfaba.Hedin2.R1.5g120160,,,1200,1
OG0005906,LATSA3860_EIv1.0_0124810,Vfaba.Hedin2.R1.6g083080,,,1200,1
OG0005913,LATSA3860_EIv1.0_0128820,Vfaba.Hedin2.R1.3g104600,MtrunA17_Chr1g0196321,,1230,3
OG0005916,LATSA3860_EIv1.0_0131280,Vfaba.Hedin2.R1.5g090000,MtrunA17_Chr7g0253651,,1230,3
OG0005923,LATSA3860_EIv1.0_0137270,Vfaba.Hedin2.R1.1g359600,,Psat2g159600,1204,3
OG0005927,LATSA3860_EIv1.0_0142720,Vfaba.Hedin2.R1.2g269160,,Psat7g259200,1204,3
OG0005929,LATSA3860_EIv1.0_0143720,Vfaba.Hedin2.R1.3g193040,MtrunA17_Chr1g0157561,,1230,3
OG0005931,LATSA3860_EIv1.0_0143920,Vfaba.Hedin2.R1.2g115720,MtrunA17_Chr3g0123661,,1230,3
OG0005932,LATSA3860_EIv1.0_0144190,Vfaba.Hedin2.R1.2g116520,MtrunA17_Chr3g0123801,,1230,3
OG0005936,LATSA3860_EIv1.0_0145950,Vfaba.Hedin2.R1.4g072000,,Psat4g204040,1204,3
OG0005937,LATSA3860_EIv1.0_0146030,Vfaba.Hedin2.R1.4g072440,,Psat4g204600,1204,3
OG0005938,LATSA3860_EIv1.0_0147350,Vfaba.Hedin2.R1.6g023880,,Psat7g188600,1204,3
OG0005946,LATSA3860_EIv1.0_0152200,Vfaba.Hedin2.R1.4g208760,,Psat4g016680,1204,3
OG0005947,LATSA3860_EIv1.0_0154400,Vfaba.Hedin2.R1.1g048880,,Psat0s1880g0240,1204,3
OG0005953,LATSA3860_EIv1.0_0159610,Vfaba.Hedin2.R1.1g314520,,,1200,1
OG0005954,LATSA3860_EIv1.0_0159890,Vfaba.Hedin2.R1.1g455320,,,1200,1
OG0005955,LATSA3860_EIv1.0_0160290,Vfaba.Hedin2.R1.5g030640,,,1200,1
OG0005956,LATSA3860_EIv1.0_0161530,Vfaba.Hedin2.R1.2g131720,,,1200,1
OG0005958,LATSA3860_EIv1.0_0164640,Vfaba.Hedin2.R1.1g452880,,Psat3g207880,1204,3
OG0005959,LATSA3860_EIv1.0_0164650,Vfaba.Hedin2.R1.1g452960,,Psat1g180880,1204,3
OG0005961,LATSA3860_EIv1.0_0167630,Vfaba.Hedin2.R1.3g028560,,,1200,1
OG0005966,LATSA3860_EIv1.0_0172680,Vfaba.Hedin2.R1.3g114120,,Psat6g177440,1204,3
OG0005975,LATSA3860_EIv1.0_0177070,Vfaba.Hedin2.R1.4g008120,,Psat4g139520,1204,3
OG0005976,LATSA3860_EIv1.0_0177900,Vfaba.Hedin2.R1.2g030120,,Psat2g073000,1204,3
OG0005977,LATSA3860_EIv1.0_0178970,Vfaba.Hedin2.R1.4g057240,,Psat4g166800,1204,3
OG0005987,LATSA3860_EIv1.0_0185010,Vfaba.Hedin2.R1.1g194760,,Psat2g091360,1204,3
OG0005995,LATSA3860_EIv1.0_0188430,Vfaba.Hedin2.R1.4g155120,,,1200,1
OG0005996,LATSA3860_EIv1.0_0188460,Vfaba.Hedin2.R1.4g155440,MtrunA17_Chr4g0058841,,1230,3
OG0005998,LATSA3860_EIv1.0_0189820,Vfaba.Hedin2.R1.2g001640,,,1200,1
OG0006003,LATSA3860_EIv1.0_0193030,Vfaba.Hedin2.R1.4g040480,MtrunA17_Chr8g0352611,,1230,3
OG0006004,LATSA3860_EIv1.0_0193360,Vfaba.Hedin2.R1.2g029440,,Psat5g200040,1204,3
OG0006009,LATSA3860_EIv1.0_0199080,Vfaba.Hedin2.R1.4g175040,,,1200,1
OG0006010,LATSA3860_EIv1.0_0199340,Vfaba.Hedin2.R1.1g319720,MtrunA17_Chr5g0416331,,1230,3
OG0006012,LATSA3860_EIv1.0_0202110,Vfaba.Hedin2.R1.1g300520,,Psat0s11g0040,1204,3
OG0006025,LATSA3860_EIv1.0_0208700,Vfaba.Hedin2.R1.4g166920,MtrunA17_Chr4g0061391,,1230,3
OG0006026,LATSA3860_EIv1.0_0208870,Vfaba.Hedin2.R1.1g124560,,Psat1g080720,1204,3
OG0006027,LATSA3860_EIv1.0_0209340,Vfaba.Hedin2.R1.2g086960,MtrunA17_Chr3g0116161,,1230,3
OG0006055,LATSA3860_EIv1.0_0223070,Vfaba.Hedin2.R1.4g136480,,Psat4g076360,1204,3
OG0006058,LATSA3860_EIv1.0_0223900,Vfaba.Hedin2.R1.1g421120,,Psat1g149880,1204,3
OG0006065,LATSA3860_EIv1.0_0225490,Vfaba.Hedin2.R1.3g072560,MtrunA17_Chr1g0187381,,1230,3
OG0006078,LATSA3860_EIv1.0_0232320,Vfaba.Hedin2.R1.5g150680,MtrunA17_Chr7g0266481,,1230,3
OG0006083,LATSA3860_EIv1.0_0237550,Vfaba.Hedin2.R1.Ung051640,,,1200,1
OG0006095,LATSA3860_EIv1.0_0241820,Vfaba.Hedin2.R1.4g147960,,Psat4g066200,1204,3
OG0006102,LATSA3860_EIv1.0_0245330,Vfaba.Hedin2.R1.1g301200,,Psat1g015440,1204,3
OG0006103,LATSA3860_EIv1.0_0245770,Vfaba.Hedin2.R1.6g125400,MtrunA17_Chr4g0044341,,1230,3
OG0006116,LATSA3860_EIv1.0_0255110,Vfaba.Hedin2.R1.1g442320,MtrunA17_Chr2g0291271,,1230,3
OG0006118,LATSA3860_EIv1.0_0256970,Vfaba.Hedin2.R1.1g291480,,Psat4g227120,1204,3
OG0006119,LATSA3860_EIv1.0_0257500,Vfaba.Hedin2.R1.6g153360,,,1200,1
OG0006121,LATSA3860_EIv1.0_0258610,Vfaba.Hedin2.R1.4g002520,MtrunA17_Chr8g0335261,,1230,3
OG0006122,LATSA3860_EIv1.0_0258710,Vfaba.Hedin2.R1.4g002120,,Psat4g225680,1204,3
OG0006131,LATSA3860_EIv1.0_0265650,Vfaba.Hedin2.R1.4g169320,,Psat4g044040,1204,3
OG0006133,LATSA3860_EIv1.0_0268410,Vfaba.Hedin2.R1.1g144120,MtrunA17_Chr6g0450681,,1230,3
OG0006134,LATSA3860_EIv1.0_0269080,Vfaba.Hedin2.R1.6g020200,MtrunA17_Chr4g0026101,,1230,3
OG0006137,LATSA3860_EIv1.0_0271600,Vfaba.Hedin2.R1.3g043240,,,1200,1
OG0006146,LATSA3860_EIv1.0_0273690,Vfaba.Hedin2.R1.1g365720,MtrunA17_Chr5g0402631,,1230,3
OG0006153,LATSA3860_EIv1.0_0278960,Vfaba.Hedin2.R1.5g121520,,Psat3g061040,1204,3
OG0006160,LATSA3860_EIv1.0_0281920,Vfaba.Hedin2.R1.Ung003440,MtrunA17_Chr1g0208371,,1230,3
OG0006164,LATSA3860_EIv1.0_0283750,Vfaba.Hedin2.R1.3g037800,,Psat6g085840,1204,3
OG0006165,LATSA3860_EIv1.0_0284450,Vfaba.Hedin2.R1.1g025760,MtrunA17_Chr7g0222641,,1230,3
OG0006168,LATSA3860_EIv1.0_0285400,Vfaba.Hedin2.R1.3g017200,MtrunA17_Chr1g0169451,,1230,3
OG0006176,LATSA3860_EIv1.0_0288690,Vfaba.Hedin2.R1.6g038880,MtrunA17_Chr4g0031841,,1230,3
OG0006177,LATSA3860_EIv1.0_0289300,Vfaba.Hedin2.R1.2g022840,,,1200,1
OG0006179,LATSA3860_EIv1.0_0290810,Vfaba.Hedin2.R1.1g202640,,Psat2g093000,1204,3
